100
0	5e+24	0	0	0	0	0	0
1	5e+24	0	5e+11	0	0	0	0
2	5e+24	0	1e+12	0	0	0	0
3	5e+24	0	1.5e+12	0	0	0	0
4	5e+24	0	2e+12	0	0	0	0
5	5e+24	0	2.5e+12	0	0	0	0
6	5e+24	0	3e+12	0	0	0	0
7	5e+24	0	3.5e+12	0	0	0	0
8	5e+24	0	4e+12	0	0	0	0
9	5e+24	0	4.5e+12	0	0	0	0
10	5e+24	5e+11	0	0	0	0	0
11	5e+24	5e+11	5e+11	0	0	0	0
12	5e+24	5e+11	1e+12	0	0	0	0
13	5e+24	5e+11	1.5e+12	0	0	0	0
14	5e+24	5e+11	2e+12	0	0	0	0
15	5e+24	5e+11	2.5e+12	0	0	0	0
16	5e+24	5e+11	3e+12	0	0	0	0
17	5e+24	5e+11	3.5e+12	0	0	0	0
18	5e+24	5e+11	4e+12	0	0	0	0
19	5e+24	5e+11	4.5e+12	0	0	0	0
20	5e+24	1e+12	0	0	0	0	0
21	5e+24	1e+12	5e+11	0	0	0	0
22	5e+24	1e+12	1e+12	0	0	0	0
23	5e+24	1e+12	1.5e+12	0	0	0	0
24	5e+24	1e+12	2e+12	0	0	0	0
25	5e+24	1e+12	2.5e+12	0	0	0	0
26	5e+24	1e+12	3e+12	0	0	0	0
27	5e+24	1e+12	3.5e+12	0	0	0	0
28	5e+24	1e+12	4e+12	0	0	0	0
29	5e+24	1e+12	4.5e+12	0	0	0	0
30	5e+24	1.5e+12	0	0	0	0	0
31	5e+24	1.5e+12	5e+11	0	0	0	0
32	5e+24	1.5e+12	1e+12	0	0	0	0
33	5e+24	1.5e+12	1.5e+12	0	0	0	0
34	5e+24	1.5e+12	2e+12	0	0	0	0
35	5e+24	1.5e+12	2.5e+12	0	0	0	0
36	5e+24	1.5e+12	3e+12	0	0	0	0
37	5e+24	1.5e+12	3.5e+12	0	0	0	0
38	5e+24	1.5e+12	4e+12	0	0	0	0
39	5e+24	1.5e+12	4.5e+12	0	0	0	0
40	5e+24	2e+12	0	0	0	0	0
41	5e+24	2e+12	5e+11	0	0	0	0
42	5e+24	2e+12	1e+12	0	0	0	0
43	5e+24	2e+12	1.5e+12	0	0	0	0
44	5e+24	2e+12	2e+12	0	0	0	0
45	5e+24	2e+12	2.5e+12	0	0	0	0
46	5e+24	2e+12	3e+12	0	0	0	0
47	5e+24	2e+12	3.5e+12	0	0	0	0
48	5e+24	2e+12	4e+12	0	0	0	0
49	5e+24	2e+12	4.5e+12	0	0	0	0
50	5e+24	2.5e+12	0	0	0	0	0
51	5e+24	2.5e+12	5e+11	0	0	0	0
52	5e+24	2.5e+12	1e+12	0	0	0	0
53	5e+24	2.5e+12	1.5e+12	0	0	0	0
54	5e+24	2.5e+12	2e+12	0	0	0	0
55	5e+24	2.5e+12	2.5e+12	0	0	0	0
56	5e+24	2.5e+12	3e+12	0	0	0	0
57	5e+24	2.5e+12	3.5e+12	0	0	0	0
58	5e+24	2.5e+12	4e+12	0	0	0	0
59	5e+24	2.5e+12	4.5e+12	0	0	0	0
60	5e+24	3e+12	0	0	0	0	0
61	5e+24	3e+12	5e+11	0	0	0	0
62	5e+24	3e+12	1e+12	0	0	0	0
63	5e+24	3e+12	1.5e+12	0	0	0	0
64	5e+24	3e+12	2e+12	0	0	0	0
65	5e+24	3e+12	2.5e+12	0	0	0	0
66	5e+24	3e+12	3e+12	0	0	0	0
67	5e+24	3e+12	3.5e+12	0	0	0	0
68	5e+24	3e+12	4e+12	0	0	0	0
69	5e+24	3e+12	4.5e+12	0	0	0	0
70	5e+24	3.5e+12	0	0	0	0	0
71	5e+24	3.5e+12	5e+11	0	0	0	0
72	5e+24	3.5e+12	1e+12	0	0	0	0
73	5e+24	3.5e+12	1.5e+12	0	0	0	0
74	5e+24	3.5e+12	2e+12	0	0	0	0
75	5e+24	3.5e+12	2.5e+12	0	0	0	0
76	5e+24	3.5e+12	3e+12	0	0	0	0
77	5e+24	3.5e+12	3.5e+12	0	0	0	0
78	5e+24	3.5e+12	4e+12	0	0	0	0
79	5e+24	3.5e+12	4.5e+12	0	0	0	0
80	5e+24	4e+12	0	0	0	0	0
81	5e+24	4e+12	5e+11	0	0	0	0
82	5e+24	4e+12	1e+12	0	0	0	0
83	5e+24	4e+12	1.5e+12	0	0	0	0
84	5e+24	4e+12	2e+12	0	0	0	0
85	5e+24	4e+12	2.5e+12	0	0	0	0
86	5e+24	4e+12	3e+12	0	0	0	0
87	5e+24	4e+12	3.5e+12	0	0	0	0
88	5e+24	4e+12	4e+12	0	0	0	0
89	5e+24	4e+12	4.5e+12	0	0	0	0
90	5e+24	4.5e+12	0	0	0	0	0
91	5e+24	4.5e+12	5e+11	0	0	0	0
92	5e+24	4.5e+12	1e+12	0	0	0	0
93	5e+24	4.5e+12	1.5e+12	0	0	0	0
94	5e+24	4.5e+12	2e+12	0	0	0	0
95	5e+24	4.5e+12	2.5e+12	0	0	0	0
96	5e+24	4.5e+12	3e+12	0	0	0	0
97	5e+24	4.5e+12	3.5e+12	0	0	0	0
98	5e+24	4.5e+12	4e+12	0	0	0	0
99	5e+24	4.5e+12	4.5e+12	0	0	0	0
